                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
389,0.84368,0.59195,0.93315,0.92029,0.92275,0.92761,0.72758,0.68876,0.42267,0.89339,0.00051985,0.00051985,0.00051985
390,0.83738,0.59343,0.9381,0.94951,0.89426,0.92826,0.72976,0.6926,0.42353,0.89397,0.00051861,0.00051861,0.00051861
391,0.8422,0.59144,0.92985,0.93638,0.91151,0.9265,0.72891,0.68475,0.42526,0.89099,0.00051737,0.00051737,0.00051737
392,0.83923,0.58633,0.92817,0.92262,0.91385,0.92514,0.72626,0.68646,0.42302,0.89103,0.00051614,0.00051614,0.00051614
393,0.8408,0.6007,0.94199,0.9395,0.91701,0.93301,0.72966,0.68215,0.41894,0.8904,0.0005149,0.0005149,0.0005149
394,0.82286,0.57811,0.92972,0.95546,0.91199,0.93325,0.72731,0.68833,0.41859,0.89338,0.00051366,0.00051366,0.00051366
395,0.83612,0.58329,0.93301,0.94389,0.90852,0.93057,0.73233,0.68635,0.42411,0.89214,0.00051243,0.00051243,0.00051243
396,0.84246,0.58436,0.93465,0.95382,0.91252,0.93406,0.7389,0.67257,0.41731,0.88777,0.00051119,0.00051119,0.00051119
397,0.84416,0.58979,0.93477,0.93829,0.90217,0.93033,0.73688,0.67655,0.41323,0.88941,0.00050995,0.00050995,0.00050995
398,0.82587,0.58332,0.92769,0.92412,0.91071,0.92973,0.73362,0.67974,0.41808,0.89023,0.00050871,0.00050871,0.00050871
399,0.82221,0.57631,0.92674,0.92657,0.91626,0.93382,0.7368,0.67766,0.41445,0.88856,0.00050747,0.00050747,0.00050747
400,0.809,0.56171,0.92271,0.94812,0.89021,0.93298,0.7327,0.68332,0.42018,0.8913,0.00050624,0.00050624,0.00050624
401,0.83642,0.58199,0.93567,0.95418,0.90391,0.93247,0.73007,0.67917,0.41806,0.89,0.000505,0.000505,0.000505
402,0.81525,0.57374,0.92951,0.95939,0.9097,0.93253,0.73666,0.66577,0.41325,0.88519,0.00050376,0.00050376,0.00050376
403,0.81411,0.56264,0.93077,0.95129,0.91297,0.93877,0.74027,0.66261,0.41265,0.88567,0.00050252,0.00050252,0.00050252
404,0.83033,0.57855,0.93517,0.93761,0.90027,0.92957,0.73112,0.66918,0.41847,0.88675,0.00050129,0.00050129,0.00050129
405,0.82428,0.57475,0.92956,0.94988,0.89722,0.92876,0.7323,0.66929,0.41113,0.88687,0.00050005,0.00050005,0.00050005
406,0.83164,0.58512,0.94037,0.93736,0.9157,0.93332,0.73386,0.67518,0.41331,0.88912,0.00049881,0.00049881,0.00049881
407,0.81696,0.57304,0.92447,0.94405,0.90727,0.93582,0.74058,0.66278,0.41247,0.88435,0.00049758,0.00049758,0.00049758
408,0.80997,0.57669,0.92781,0.94909,0.9227,0.93596,0.73673,0.66632,0.41243,0.88591,0.00049634,0.00049634,0.00049634
409,0.82193,0.57348,0.92464,0.9351,0.91863,0.93925,0.74008,0.66807,0.41118,0.88525,0.0004951,0.0004951,0.0004951
410,0.81194,0.56354,0.92614,0.94881,0.91632,0.9397,0.73993,0.66434,0.41317,0.88419,0.00049386,0.00049386,0.00049386
411,0.82133,0.57793,0.92597,0.94191,0.91914,0.93623,0.73871,0.66879,0.41627,0.88659,0.00049263,0.00049263,0.00049263
412,0.83201,0.57931,0.9348,0.9296,0.9287,0.9403,0.7402,0.68028,0.41459,0.89024,0.00049139,0.00049139,0.00049139
413,0.8195,0.57721,0.93272,0.94726,0.91812,0.93769,0.73768,0.67252,0.4132,0.88863,0.00049015,0.00049015,0.00049015
414,0.81733,0.5696,0.93332,0.95701,0.91702,0.9382,0.73881,0.66291,0.41111,0.88534,0.00048891,0.00048891,0.00048891
415,0.80099,0.55377,0.92749,0.95975,0.91748,0.94093,0.74624,0.6614,0.40591,0.88576,0.00048768,0.00048768,0.00048768
416,0.82037,0.57404,0.9322,0.92717,0.9201,0.93649,0.7373,0.66962,0.40933,0.8857,0.00048644,0.00048644,0.00048644
417,0.82124,0.5702,0.93151,0.95454,0.90348,0.93974,0.7421,0.66468,0.40821,0.88469,0.0004852,0.0004852,0.0004852
418,0.81438,0.57919,0.9275,0.95445,0.90483,0.93873,0.74442,0.66013,0.40995,0.8835,0.00048396,0.00048396,0.00048396
419,0.80976,0.56576,0.92214,0.92418,0.9283,0.9384,0.7478,0.64934,0.40813,0.88073,0.00048273,0.00048273,0.00048273
420,0.8162,0.57098,0.9324,0.96603,0.89683,0.93745,0.74482,0.65364,0.40503,0.88212,0.00048149,0.00048149,0.00048149
421,0.80317,0.55561,0.92224,0.93523,0.9112,0.93516,0.74348,0.65247,0.40572,0.88057,0.00048025,0.00048025,0.00048025
422,0.79115,0.56028,0.91615,0.94993,0.9129,0.94449,0.74879,0.64935,0.4035,0.87936,0.00047901,0.00047901,0.00047901
423,0.81015,0.56638,0.92286,0.95917,0.91132,0.9369,0.74098,0.66444,0.407,0.88352,0.00047778,0.00047778,0.00047778
424,0.80703,0.55842,0.92548,0.96205,0.89308,0.93929,0.74635,0.65244,0.39994,0.88058,0.00047654,0.00047654,0.00047654
425,0.79949,0.55576,0.92109,0.94483,0.91726,0.94301,0.74904,0.65074,0.39665,0.8806,0.0004753,0.0004753,0.0004753
426,0.81295,0.56273,0.92779,0.94416,0.92804,0.94171,0.74665,0.65124,0.40138,0.88116,0.00047406,0.00047406,0.00047406
427,0.81239,0.56912,0.9234,0.92654,0.93446,0.93929,0.74976,0.65454,0.40358,0.88182,0.00047283,0.00047283,0.00047283
428,0.80661,0.56096,0.9171,0.93823,0.91669,0.93225,0.74049,0.66212,0.40645,0.88397,0.00047159,0.00047159,0.00047159
429,0.81114,0.55931,0.92925,0.94887,0.92536,0.93719,0.74416,0.65273,0.39965,0.8805,0.00047035,0.00047035,0.00047035
430,0.80197,0.54857,0.92061,0.95278,0.90503,0.93346,0.74961,0.64454,0.3966,0.87915,0.00046911,0.00046911,0.00046911
431,0.81211,0.55737,0.92959,0.9314,0.90675,0.93232,0.74397,0.65247,0.40155,0.88208,0.00046788,0.00046788,0.00046788
432,0.79415,0.5559,0.92404,0.93903,0.91966,0.93465,0.74798,0.65196,0.39977,0.88162,0.00046664,0.00046664,0.00046664
433,0.82371,0.57294,0.93549,0.94287,0.91408,0.94056,0.74886,0.65014,0.40324,0.88014,0.0004654,0.0004654,0.0004654
434,0.81501,0.57013,0.92386,0.94443,0.91837,0.93482,0.74582,0.65137,0.40432,0.88082,0.00046416,0.00046416,0.00046416
435,0.80332,0.57459,0.91784,0.93882,0.91739,0.9394,0.75541,0.64387,0.39668,0.87902,0.00046293,0.00046293,0.00046293
436,0.80118,0.561,0.92298,0.9347,0.9347,0.93946,0.75572,0.64082,0.39389,0.87733,0.00046169,0.00046169,0.00046169
437,0.78721,0.55093,0.92039,0.95023,0.92221,0.93769,0.75385,0.64193,0.39335,0.87742,0.00046045,0.00046045,0.00046045
438,0.79481,0.55172,0.91863,0.96428,0.91611,0.9384,0.75578,0.64146,0.39237,0.87747,0.00045921,0.00045921,0.00045921
439,0.80359,0.55633,0.92896,0.95955,0.92242,0.93623,0.74662,0.6497,0.3969,0.87961,0.00045798,0.00045798,0.00045798
440,0.80261,0.56633,0.92518,0.956,0.91807,0.94153,0.74624,0.65172,0.39763,0.87978,0.00045674,0.00045674,0.00045674
441,0.79268,0.55715,0.92416,0.93436,0.92363,0.93711,0.74742,0.64263,0.39617,0.87712,0.0004555,0.0004555,0.0004555
442,0.80362,0.54707,0.92258,0.94114,0.92036,0.93965,0.74614,0.65715,0.40049,0.8821,0.00045426,0.00045426,0.00045426
443,0.80368,0.56287,0.91781,0.95115,0.91625,0.94051,0.74542,0.64561,0.39644,0.87867,0.00045303,0.00045303,0.00045303
444,0.80027,0.55833,0.91492,0.96155,0.92074,0.94433,0.75913,0.64107,0.39294,0.8768,0.00045179,0.00045179,0.00045179
445,0.79287,0.55095,0.91618,0.96026,0.92563,0.94649,0.76221,0.6347,0.3898,0.87465,0.00045055,0.00045055,0.00045055
446,0.79625,0.55332,0.92023,0.94819,0.9256,0.94254,0.75887,0.6427,0.39371,0.87811,0.00044931,0.00044931,0.00044931
447,0.78528,0.54606,0.91704,0.95542,0.92546,0.94007,0.7537,0.64163,0.39158,0.87748,0.00044808,0.00044808,0.00044808
448,0.8022,0.55623,0.92121,0.95601,0.91939,0.93973,0.75793,0.63533,0.39355,0.87496,0.00044684,0.00044684,0.00044684
449,0.79202,0.54692,0.92292,0.96448,0.91938,0.94143,0.75616,0.63451,0.39216,0.87512,0.0004456,0.0004456,0.0004456
450,0.79304,0.5554,0.92212,0.95786,0.92157,0.94179,0.75416,0.63976,0.39251,0.8762,0.00044436,0.00044436,0.00044436
451,0.7923,0.54399,0.91834,0.94741,0.91265,0.93694,0.74978,0.64896,0.39688,0.87824,0.00044312,0.00044312,0.00044312
452,0.79925,0.54874,0.92278,0.95289,0.92165,0.94049,0.75962,0.62983,0.38921,0.87323,0.00044189,0.00044189,0.00044189
453,0.782,0.5574,0.91543,0.96982,0.91442,0.94224,0.7629,0.62375,0.38683,0.872,0.00044065,0.00044065,0.00044065
454,0.78658,0.54244,0.92238,0.966,0.91184,0.93811,0.75739,0.63151,0.38851,0.8735,0.00043941,0.00043941,0.00043941
455,0.79601,0.56184,0.92567,0.93786,0.91984,0.93586,0.75787,0.62658,0.38748,0.87251,0.00043818,0.00043818,0.00043818
456,0.78527,0.54496,0.91657,0.93629,0.92399,0.93735,0.75782,0.63335,0.38856,0.87445,0.00043694,0.00043694,0.00043694
457,0.76703,0.52655,0.91612,0.94835,0.92648,0.93907,0.76041,0.63091,0.38616,0.87418,0.0004357,0.0004357,0.0004357
458,0.78227,0.54178,0.9205,0.9559,0.92439,0.93817,0.75754,0.63518,0.38842,0.87617,0.00043446,0.00043446,0.00043446
459,0.78478,0.53966,0.90826,0.95321,0.92562,0.94009,0.75518,0.63935,0.38723,0.87706,0.00043322,0.00043322,0.00043322
460,0.77104,0.53563,0.91197,0.96261,0.91668,0.94049,0.75481,0.62847,0.38376,0.8735,0.00043199,0.00043199,0.00043199
461,0.77423,0.53641,0.90731,0.96246,0.92151,0.93834,0.75619,0.62317,0.38396,0.8715,0.00043075,0.00043075,0.00043075
462,0.77309,0.53649,0.91416,0.95612,0.91606,0.93805,0.75761,0.62287,0.38716,0.87186,0.00042951,0.00042951,0.00042951
463,0.78879,0.54933,0.91942,0.94922,0.92432,0.93848,0.75712,0.62701,0.38655,0.8736,0.00042828,0.00042828,0.00042828
464,0.78763,0.5521,0.9194,0.95678,0.92341,0.93836,0.75851,0.62672,0.38463,0.87297,0.00042704,0.00042704,0.00042704
465,0.78578,0.53556,0.91157,0.95033,0.92556,0.93846,0.75657,0.62797,0.38565,0.87353,0.0004258,0.0004258,0.0004258
466,0.78486,0.53676,0.91663,0.94716,0.91755,0.94198,0.75749,0.62391,0.38464,0.87265,0.00042456,0.00042456,0.00042456
467,0.78318,0.54233,0.92424,0.91544,0.92993,0.94259,0.76227,0.62639,0.38505,0.87332,0.00042333,0.00042333,0.00042333
468,0.77762,0.52979,0.91188,0.93743,0.93461,0.9389,0.75621,0.63045,0.38679,0.87264,0.00042209,0.00042209,0.00042209
469,0.7758,0.53339,0.916,0.97426,0.91044,0.94193,0.75943,0.63215,0.38586,0.87251,0.00042085,0.00042085,0.00042085
470,0.7801,0.54463,0.91537,0.95584,0.92931,0.93925,0.76231,0.62278,0.38727,0.87125,0.00041961,0.00041961,0.00041961
471,0.77435,0.53505,0.92099,0.95913,0.92258,0.93828,0.75978,0.61677,0.38561,0.86948,0.00041838,0.00041838,0.00041838
472,0.77521,0.54287,0.91589,0.95788,0.911,0.93842,0.75879,0.62411,0.38345,0.87258,0.00041714,0.00041714,0.00041714
473,0.76545,0.52857,0.91357,0.93341,0.93829,0.93874,0.76008,0.62244,0.38506,0.87066,0.0004159,0.0004159,0.0004159
474,0.76738,0.53807,0.90849,0.97054,0.90708,0.94133,0.76061,0.61913,0.38401,0.8697,0.00041466,0.00041466,0.00041466
475,0.78594,0.54045,0.91846,0.96267,0.90654,0.93782,0.75692,0.62071,0.38443,0.87061,0.00041342,0.00041342,0.00041342
476,0.77573,0.54075,0.91277,0.94539,0.92571,0.94233,0.76549,0.61877,0.38303,0.86986,0.00041219,0.00041219,0.00041219
477,0.76694,0.53574,0.91367,0.94308,0.93196,0.93866,0.75941,0.62619,0.38362,0.8723,0.00041095,0.00041095,0.00041095
478,0.76613,0.53353,0.908,0.95636,0.92848,0.93684,0.75787,0.6241,0.38074,0.87095,0.00040971,0.00040971,0.00040971
479,0.77676,0.5348,0.91567,0.94109,0.92925,0.93389,0.75599,0.62425,0.38221,0.87122,0.00040847,0.00040847,0.00040847
480,0.77778,0.54123,0.91619,0.94136,0.93044,0.94021,0.75754,0.62124,0.38128,0.86955,0.00040724,0.00040724,0.00040724
481,0.77412,0.53856,0.9125,0.94643,0.93405,0.93882,0.75803,0.61035,0.37853,0.86618,0.000406,0.000406,0.000406
482,0.75525,0.52931,0.907,0.96165,0.91621,0.94059,0.7612,0.60732,0.37617,0.86642,0.00040476,0.00040476,0.00040476
483,0.758,0.53145,0.91735,0.93906,0.92193,0.93855,0.76094,0.61137,0.38075,0.86725,0.00040352,0.00040352,0.00040352
484,0.73928,0.51365,0.91074,0.93192,0.93684,0.94214,0.76742,0.598,0.37541,0.86344,0.00040229,0.00040229,0.00040229
485,0.74996,0.51971,0.90239,0.92238,0.94331,0.93923,0.76521,0.60933,0.37995,0.86692,0.00040105,0.00040105,0.00040105
486,0.75864,0.52008,0.90986,0.93736,0.92398,0.93901,0.75983,0.62166,0.38132,0.87047,0.00039981,0.00039981,0.00039981
487,0.78465,0.53182,0.91529,0.94136,0.92619,0.93955,0.76368,0.60813,0.37774,0.8659,0.00039857,0.00039857,0.00039857
488,0.75334,0.52488,0.91436,0.94066,0.94088,0.94259,0.76607,0.60501,0.37572,0.86555,0.00039734,0.00039734,0.00039734
489,0.76531,0.52492,0.91223,0.94993,0.92828,0.94121,0.76565,0.60642,0.37558,0.86582,0.0003961,0.0003961,0.0003961
490,0.77708,0.52672,0.91337,0.92116,0.92896,0.94202,0.76486,0.60778,0.3773,0.86631,0.00039486,0.00039486,0.00039486
491,0.76876,0.52306,0.90845,0.96941,0.91871,0.94436,0.76552,0.60996,0.37908,0.86762,0.00039362,0.00039362,0.00039362
492,0.76609,0.52667,0.91024,0.96478,0.92646,0.94799,0.76788,0.6073,0.3765,0.86684,0.00039239,0.00039239,0.00039239
493,0.78208,0.53232,0.91611,0.96441,0.92797,0.94797,0.76737,0.60188,0.3741,0.86548,0.00039115,0.00039115,0.00039115
494,0.76721,0.53132,0.91678,0.94889,0.9369,0.94741,0.77163,0.59544,0.37428,0.86283,0.00038991,0.00038991,0.00038991
495,0.74227,0.51924,0.90591,0.94518,0.93444,0.94625,0.7693,0.59742,0.37307,0.86324,0.00038867,0.00038867,0.00038867
496,0.76754,0.52688,0.90893,0.94484,0.939,0.94847,0.77165,0.5991,0.37369,0.86309,0.00038744,0.00038744,0.00038744
497,0.76788,0.5308,0.91557,0.93966,0.93411,0.94766,0.77291,0.59847,0.3732,0.86294,0.0003862,0.0003862,0.0003862
498,0.75476,0.52341,0.91312,0.93898,0.92181,0.94357,0.7743,0.59851,0.37316,0.86399,0.00038496,0.00038496,0.00038496
499,0.76452,0.52405,0.91315,0.94304,0.93125,0.9441,0.77309,0.60335,0.37418,0.86511,0.00038372,0.00038372,0.00038372
500,0.7503,0.5121,0.90315,0.95728,0.9284,0.94263,0.76874,0.61283,0.37509,0.86737,0.00038249,0.00038249,0.00038249
501,0.75571,0.5211,0.91293,0.96277,0.92467,0.94351,0.76967,0.60709,0.3735,0.86468,0.00038125,0.00038125,0.00038125
502,0.74438,0.51363,0.90689,0.9366,0.9318,0.94445,0.77621,0.59255,0.37047,0.86057,0.00038001,0.00038001,0.00038001
503,0.75634,0.51603,0.91265,0.97102,0.91704,0.94501,0.77233,0.60089,0.37177,0.86433,0.00037878,0.00037878,0.00037878
504,0.75271,0.51166,0.90767,0.96932,0.92789,0.94883,0.77186,0.59706,0.37171,0.86338,0.00037754,0.00037754,0.00037754
505,0.75558,0.51641,0.90426,0.97099,0.91748,0.94769,0.77106,0.60245,0.37316,0.86474,0.0003763,0.0003763,0.0003763
506,0.76449,0.52956,0.90835,0.96829,0.92321,0.9468,0.77192,0.60478,0.37393,0.86531,0.00037506,0.00037506,0.00037506
507,0.7499,0.51337,0.90302,0.97872,0.92695,0.94605,0.77153,0.60532,0.37494,0.86566,0.00037383,0.00037383,0.00037383
508,0.75017,0.51364,0.90341,0.95999,0.93133,0.94957,0.77753,0.59881,0.37002,0.86291,0.00037259,0.00037259,0.00037259
509,0.7567,0.51675,0.90533,0.96822,0.9307,0.9499,0.77933,0.59295,0.3695,0.86193,0.00037135,0.00037135,0.00037135
510,0.74816,0.51508,0.90055,0.95551,0.92646,0.94646,0.77635,0.59015,0.36878,0.86078,0.00037011,0.00037011,0.00037011
511,0.75263,0.52067,0.90412,0.96809,0.92146,0.94592,0.7764,0.59842,0.3709,0.86349,0.00036888,0.00036888,0.00036888
512,0.74101,0.5112,0.90588,0.94742,0.9318,0.94569,0.77776,0.59015,0.36591,0.86127,0.00036764,0.00036764,0.00036764
513,0.74497,0.51345,0.90416,0.92862,0.93975,0.94845,0.77728,0.58916,0.36557,0.86069,0.0003664,0.0003664,0.0003664
514,0.7521,0.50783,0.90225,0.94892,0.93704,0.95002,0.77742,0.59524,0.36703,0.86238,0.00036516,0.00036516,0.00036516
515,0.74655,0.51562,0.90762,0.95979,0.93517,0.94913,0.77815,0.58983,0.36563,0.86051,0.00036393,0.00036393,0.00036393
516,0.73989,0.5072,0.9066,0.9655,0.93044,0.94763,0.77613,0.59583,0.3676,0.86226,0.00036269,0.00036269,0.00036269
517,0.76104,0.51914,0.90699,0.9689,0.92658,0.94842,0.77637,0.58815,0.36539,0.86024,0.00036145,0.00036145,0.00036145
518,0.74982,0.51535,0.90218,0.96218,0.92697,0.94633,0.77239,0.59476,0.36787,0.86136,0.00036021,0.00036021,0.00036021
519,0.75258,0.51684,0.90819,0.95325,0.9347,0.94601,0.77086,0.60135,0.36935,0.86361,0.00035898,0.00035898,0.00035898
520,0.73685,0.50519,0.89854,0.95496,0.93307,0.94786,0.77443,0.5944,0.36716,0.86175,0.00035774,0.00035774,0.00035774
521,0.72488,0.5053,0.90086,0.95793,0.93474,0.94634,0.77479,0.58892,0.36486,0.85954,0.0003565,0.0003565,0.0003565
522,0.73736,0.50516,0.90383,0.96904,0.91593,0.94212,0.77245,0.59204,0.3641,0.86097,0.00035526,0.00035526,0.00035526
523,0.72874,0.50685,0.90174,0.97679,0.9183,0.94826,0.77606,0.58793,0.36241,0.85963,0.00035403,0.00035403,0.00035403
524,0.7465,0.51743,0.9123,0.95429,0.93403,0.95032,0.7812,0.5843,0.3629,0.85797,0.00035279,0.00035279,0.00035279
525,0.73193,0.50335,0.90778,0.98042,0.92113,0.94681,0.77971,0.58718,0.36345,0.85937,0.00035155,0.00035155,0.00035155
526,0.74002,0.5084,0.89915,0.97748,0.91587,0.94482,0.77554,0.59314,0.36545,0.86195,0.00035031,0.00035031,0.00035031
527,0.74932,0.51316,0.90381,0.96519,0.93072,0.94452,0.77277,0.58914,0.36346,0.86093,0.00034908,0.00034908,0.00034908
528,0.7428,0.51603,0.90495,0.97071,0.92766,0.9468,0.77429,0.59451,0.36458,0.86312,0.00034784,0.00034784,0.00034784
529,0.7315,0.50286,0.89544,0.97886,0.91845,0.95108,0.78076,0.58746,0.36278,0.86074,0.0003466,0.0003466,0.0003466
530,0.7432,0.51358,0.90638,0.98686,0.91018,0.95133,0.78195,0.58824,0.36276,0.86097,0.00034536,0.00034536,0.00034536
531,0.75422,0.52352,0.90079,0.97222,0.93377,0.95446,0.78017,0.59102,0.36259,0.86091,0.00034413,0.00034413,0.00034413
532,0.74794,0.51599,0.90678,0.95369,0.9419,0.95194,0.77751,0.59122,0.36337,0.86116,0.00034289,0.00034289,0.00034289
533,0.72832,0.50608,0.89918,0.96471,0.93356,0.94595,0.77671,0.58598,0.36102,0.85981,0.00034165,0.00034165,0.00034165
534,0.74282,0.50435,0.89825,0.96831,0.93609,0.94341,0.77901,0.58645,0.36124,0.85971,0.00034041,0.00034041,0.00034041
535,0.74109,0.50869,0.90375,0.96296,0.93762,0.94583,0.78013,0.5826,0.36064,0.85899,0.00033917,0.00033917,0.00033917
536,0.74354,0.50892,0.90027,0.96651,0.92832,0.94531,0.7805,0.58076,0.36128,0.85818,0.00033794,0.00033794,0.00033794
537,0.73698,0.50734,0.89864,0.97418,0.93268,0.94787,0.78182,0.58241,0.35998,0.85838,0.0003367,0.0003367,0.0003367
538,0.75322,0.5186,0.90546,0.96266,0.93795,0.94731,0.77887,0.58265,0.35986,0.85934,0.00033546,0.00033546,0.00033546
539,0.73974,0.50095,0.8986,0.97886,0.93136,0.94713,0.7779,0.59044,0.36141,0.86169,0.00033423,0.00033423,0.00033423
540,0.73848,0.5042,0.90335,0.96389,0.93743,0.94875,0.77784,0.58932,0.36216,0.86121,0.00033299,0.00033299,0.00033299
541,0.7197,0.49555,0.89448,0.96093,0.93061,0.94728,0.7774,0.58635,0.36074,0.86024,0.00033175,0.00033175,0.00033175
542,0.73229,0.50413,0.89824,0.97259,0.92093,0.94723,0.77639,0.59056,0.36328,0.8615,0.00033051,0.00033051,0.00033051
543,0.71959,0.50149,0.89353,0.94684,0.93584,0.94723,0.7797,0.57944,0.36089,0.85822,0.00032928,0.00032928,0.00032928
544,0.7357,0.5081,0.90225,0.95012,0.93415,0.94753,0.78023,0.57665,0.36051,0.85734,0.00032804,0.00032804,0.00032804
545,0.73152,0.5018,0.89633,0.95421,0.93852,0.947,0.77742,0.58376,0.36227,0.8587,0.0003268,0.0003268,0.0003268
546,0.72576,0.50215,0.89717,0.96748,0.9224,0.94759,0.778,0.58106,0.36099,0.85816,0.00032556,0.00032556,0.00032556
547,0.73067,0.50589,0.9016,0.97977,0.9195,0.9489,0.78143,0.57886,0.35952,0.85844,0.00032433,0.00032433,0.00032433
548,0.71595,0.49551,0.90409,0.98011,0.92613,0.95289,0.78097,0.58053,0.35976,0.85858,0.00032309,0.00032309,0.00032309
549,0.71761,0.49357,0.90038,0.98487,0.91829,0.94913,0.77745,0.58357,0.36083,0.8593,0.00032185,0.00032185,0.00032185
550,0.744,0.50709,0.90691,0.98576,0.92106,0.94796,0.77735,0.58081,0.36012,0.85811,0.00032061,0.00032061,0.00032061
551,0.73781,0.50603,0.9039,0.98546,0.92229,0.94886,0.77993,0.58008,0.3592,0.85792,0.00031938,0.00031938,0.00031938
552,0.73555,0.50722,0.89668,0.96168,0.92597,0.95062,0.78139,0.5809,0.35906,0.85822,0.00031814,0.00031814,0.00031814
553,0.74065,0.51951,0.90788,0.96508,0.93345,0.95514,0.78306,0.58019,0.35946,0.85788,0.0003169,0.0003169,0.0003169
554,0.71839,0.4902,0.8975,0.96949,0.93591,0.95169,0.78482,0.57881,0.35637,0.85745,0.00031566,0.00031566,0.00031566
555,0.71031,0.49011,0.89583,0.95896,0.94552,0.95467,0.78315,0.57566,0.35536,0.85637,0.00031443,0.00031443,0.00031443
556,0.73423,0.49547,0.89721,0.97321,0.94078,0.95305,0.78271,0.58205,0.3579,0.85815,0.00031319,0.00031319,0.00031319
557,0.70672,0.48429,0.89378,0.97395,0.93648,0.95102,0.78261,0.57996,0.35802,0.85751,0.00031195,0.00031195,0.00031195
558,0.70942,0.48846,0.89559,0.97581,0.92831,0.95028,0.78288,0.5788,0.35777,0.85725,0.00031071,0.00031071,0.00031071
559,0.7196,0.48586,0.89354,0.95777,0.93485,0.95021,0.78819,0.5718,0.35471,0.85564,0.00030948,0.00030948,0.00030948
560,0.72431,0.50194,0.90063,0.96007,0.92937,0.95075,0.78898,0.56534,0.35262,0.85443,0.00030824,0.00030824,0.00030824
561,0.72271,0.49892,0.90003,0.96791,0.93378,0.95379,0.79119,0.56419,0.35094,0.85408,0.000307,0.000307,0.000307
562,0.73418,0.50296,0.89875,0.96137,0.94571,0.95346,0.79054,0.56662,0.35162,0.85461,0.00030576,0.00030576,0.00030576
563,0.72591,0.4957,0.89534,0.95586,0.94095,0.95204,0.78506,0.57203,0.35495,0.85635,0.00030452,0.00030452,0.00030452
564,0.72553,0.50159,0.89604,0.97015,0.9263,0.95288,0.78576,0.57016,0.35418,0.85576,0.00030329,0.00030329,0.00030329
565,0.73011,0.49189,0.89413,0.95706,0.93223,0.95388,0.78845,0.56462,0.3529,0.85374,0.00030205,0.00030205,0.00030205
566,0.71173,0.48533,0.88457,0.97469,0.92693,0.95376,0.78974,0.56813,0.35283,0.85406,0.00030081,0.00030081,0.00030081
567,0.71228,0.48195,0.89513,0.9777,0.92665,0.95406,0.79113,0.56735,0.35128,0.85414,0.00029958,0.00029958,0.00029958
568,0.72463,0.49568,0.89687,0.9797,0.92471,0.95333,0.79033,0.55934,0.34909,0.85204,0.00029834,0.00029834,0.00029834
569,0.72356,0.49972,0.89883,0.97964,0.92608,0.95375,0.78897,0.56661,0.35132,0.8536,0.0002971,0.0002971,0.0002971
570,0.69543,0.47464,0.88815,0.9737,0.92613,0.95422,0.78904,0.5669,0.35259,0.85364,0.00029586,0.00029586,0.00029586
571,0.71923,0.50261,0.89823,0.97794,0.92628,0.95378,0.78875,0.57292,0.35421,0.85546,0.00029462,0.00029462,0.00029462
572,0.70267,0.48368,0.89015,0.97838,0.92862,0.95533,0.7884,0.56802,0.35246,0.85429,0.00029339,0.00029339,0.00029339
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
572,0.70267,0.48368,0.89015,0.97838,0.92862,0.95533,0.7884,0.56802,0.35246,0.85429,0.00029339,0.00029339,0.00029339
