                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
191,1.066,0.8847,1.0317,0.89651,0.71328,0.78254,0.54901,0.94556,0.7366,1.005,0.00076488,0.00076488,0.00076488
192,1.076,0.90391,1.0328,0.86866,0.76493,0.81366,0.57794,0.92577,0.68899,0.99565,0.00076364,0.00076364,0.00076364
193,1.0845,0.91447,1.0272,0.84735,0.73621,0.79646,0.55917,0.94801,0.7254,1.0061,0.0007624,0.0007624,0.0007624
194,1.071,0.90364,1.0298,0.90609,0.71681,0.81245,0.57162,0.93586,0.6976,0.99842,0.00076116,0.00076116,0.00076116
195,1.0726,0.9289,1.028,0.91245,0.71787,0.81175,0.57576,0.92947,0.69658,0.99725,0.00075993,0.00075993,0.00075993
196,1.0906,0.90279,1.0295,0.89833,0.72738,0.79784,0.56528,0.95337,0.70062,1.007,0.00075869,0.00075869,0.00075869
197,1.0886,0.90716,1.0376,0.85727,0.72324,0.79854,0.56095,0.95046,0.71886,1.0105,0.00075745,0.00075745,0.00075745
198,1.0977,0.9329,1.0405,0.86643,0.76344,0.81115,0.57644,0.94711,0.69183,1.0079,0.00075621,0.00075621,0.00075621
199,1.0704,0.87761,1.0198,0.90947,0.72686,0.81193,0.58038,0.91371,0.68644,0.99324,0.00075497,0.00075497,0.00075497
200,1.0779,0.88399,1.0294,0.90293,0.73992,0.82124,0.59525,0.90793,0.66304,0.98884,0.00075374,0.00075374,0.00075374
201,1.077,0.87599,1.0252,0.90112,0.7046,0.79877,0.55731,0.96431,0.72698,1.0123,0.0007525,0.0007525,0.0007525
202,1.0835,0.89043,1.0336,0.88926,0.74055,0.80879,0.5785,0.91838,0.6888,0.99059,0.00075126,0.00075126,0.00075126
203,1.0543,0.88159,1.0211,0.79608,0.79606,0.81627,0.57676,0.91864,0.67611,0.99093,0.00075003,0.00075003,0.00075003
204,1.0806,0.89981,1.0188,0.8141,0.70866,0.79044,0.5568,0.95528,0.71821,1.0036,0.00074879,0.00074879,0.00074879
205,1.0543,0.87966,1.0269,0.91121,0.7197,0.80951,0.57819,0.91216,0.68289,0.9894,0.00074755,0.00074755,0.00074755
206,1.0685,0.854,1.0347,0.90899,0.72074,0.80632,0.5676,0.96792,0.69571,1.0142,0.00074631,0.00074631,0.00074631
207,1.0739,0.87084,1.0345,0.90819,0.74351,0.82024,0.58827,0.92555,0.66129,0.99186,0.00074507,0.00074507,0.00074507
208,1.0546,0.87839,1.0234,0.87743,0.75539,0.81595,0.58639,0.92197,0.69079,0.98947,0.00074384,0.00074384,0.00074384
209,1.0535,0.85052,1.0273,0.89678,0.7295,0.81477,0.57626,0.9362,0.69674,1.0008,0.0007426,0.0007426,0.0007426
210,1.0751,0.8834,1.0276,0.87464,0.76667,0.82003,0.58535,0.92991,0.6903,0.9986,0.00074136,0.00074136,0.00074136
211,1.0363,0.86211,1.026,0.84027,0.79629,0.82743,0.60324,0.88516,0.64295,0.97848,0.00074013,0.00074013,0.00074013
212,1.052,0.88114,1.0236,0.90772,0.72295,0.8134,0.57594,0.93899,0.70204,0.99927,0.00073889,0.00073889,0.00073889
213,1.0385,0.86257,1.0179,0.91408,0.73901,0.81433,0.58787,0.88214,0.65459,0.97668,0.00073765,0.00073765,0.00073765
214,1.0452,0.8552,1.021,0.86671,0.77398,0.81704,0.5855,0.9159,0.66852,0.9886,0.00073641,0.00073641,0.00073641
215,1.0578,0.85611,1.0257,0.9083,0.76468,0.82365,0.59643,0.89476,0.65913,0.9803,0.00073517,0.00073517,0.00073517
216,1.028,0.82281,1.0117,0.91457,0.72852,0.8106,0.58789,0.90291,0.65039,0.98418,0.00073394,0.00073394,0.00073394
217,1.0481,0.82655,1.0186,0.89716,0.74084,0.8137,0.5786,0.90239,0.65046,0.98248,0.0007327,0.0007327,0.0007327
218,1.0509,0.82318,1.0205,0.88806,0.79417,0.83899,0.59874,0.89185,0.61815,0.97786,0.00073146,0.00073146,0.00073146
219,1.0536,0.8401,1.0216,0.89741,0.7851,0.83705,0.60459,0.88374,0.63367,0.97429,0.00073023,0.00073023,0.00073023
220,1.0384,0.83991,1.0162,0.86617,0.80073,0.83857,0.60375,0.87524,0.62444,0.97231,0.00072899,0.00072899,0.00072899
221,1.0313,0.83056,1.0129,0.85306,0.80663,0.8366,0.60505,0.88079,0.61057,0.97307,0.00072775,0.00072775,0.00072775
222,1.0416,0.83654,1.0129,0.93665,0.75262,0.83846,0.61104,0.8731,0.60443,0.9739,0.00072651,0.00072651,0.00072651
223,1.0275,0.82143,1.0049,0.9151,0.74971,0.83261,0.60051,0.90569,0.6377,0.98466,0.00072527,0.00072527,0.00072527
224,1.0265,0.81909,1.0034,0.86362,0.80856,0.84153,0.61096,0.87677,0.615,0.97192,0.00072404,0.00072404,0.00072404
225,1.0462,0.83986,1.0107,0.71363,0.79855,0.78327,0.56554,0.91912,0.70631,0.98663,0.0007228,0.0007228,0.0007228
226,1.0295,0.82924,1.0124,0.85136,0.79935,0.8358,0.61163,0.87972,0.62999,0.97228,0.00072156,0.00072156,0.00072156
227,1.0234,0.82815,1.0106,0.87555,0.80626,0.84328,0.6054,0.87182,0.60389,0.97214,0.00072032,0.00072032,0.00072032
228,1.022,0.80159,1.0065,0.89095,0.77727,0.84309,0.60481,0.89437,0.64005,0.97664,0.00071909,0.00071909,0.00071909
229,1.0285,0.83767,1.0138,0.87949,0.79634,0.84897,0.61588,0.86903,0.60985,0.96734,0.00071785,0.00071785,0.00071785
230,1.0208,0.79542,1.0084,0.90656,0.79961,0.84195,0.61534,0.85282,0.59557,0.96017,0.00071661,0.00071661,0.00071661
231,1.0131,0.82046,1.008,0.88821,0.79461,0.85022,0.61702,0.88197,0.60643,0.97268,0.00071537,0.00071537,0.00071537
232,1.0085,0.80977,1.0084,0.88492,0.80879,0.84835,0.61371,0.88613,0.60483,0.97587,0.00071414,0.00071414,0.00071414
233,1.0107,0.78942,0.99257,0.8805,0.78104,0.84344,0.60919,0.88432,0.59843,0.97298,0.0007129,0.0007129,0.0007129
234,1.0273,0.79453,0.99983,0.83558,0.81807,0.852,0.61512,0.87975,0.6207,0.97266,0.00071166,0.00071166,0.00071166
235,1.0196,0.78927,1.0098,0.93358,0.75549,0.85764,0.6256,0.87096,0.59609,0.96972,0.00071042,0.00071042,0.00071042
236,1.0239,0.77457,1.004,0.87372,0.80178,0.85025,0.61728,0.88757,0.60756,0.97598,0.00070919,0.00070919,0.00070919
237,1.0044,0.79377,1.0097,0.8779,0.76986,0.8267,0.60317,0.87376,0.60877,0.96956,0.00070795,0.00070795,0.00070795
238,1.0248,0.79759,1.008,0.82077,0.81305,0.84572,0.61596,0.87851,0.61203,0.97147,0.00070671,0.00070671,0.00070671
239,1.0212,0.80472,1.0018,0.89502,0.81297,0.86141,0.62715,0.86052,0.57628,0.96606,0.00070548,0.00070548,0.00070548
240,1.0139,0.80615,0.9995,0.91987,0.78058,0.86425,0.63031,0.84488,0.58929,0.95873,0.00070424,0.00070424,0.00070424
241,1.0196,0.79786,1.0045,0.90409,0.79424,0.85895,0.62835,0.84856,0.58711,0.9603,0.000703,0.000703,0.000703
242,0.99498,0.78991,0.99767,0.92798,0.79657,0.85828,0.62701,0.85203,0.58589,0.95902,0.00070176,0.00070176,0.00070176
243,1.0028,0.77317,0.99847,0.92356,0.78392,0.85629,0.63068,0.83011,0.57408,0.95376,0.00070053,0.00070053,0.00070053
244,0.99353,0.77867,0.99465,0.84554,0.82736,0.85805,0.62912,0.83966,0.5792,0.9575,0.00069929,0.00069929,0.00069929
245,0.99853,0.78157,1.0003,0.90891,0.77272,0.85332,0.62682,0.86549,0.59193,0.97032,0.00069805,0.00069805,0.00069805
246,0.99392,0.7898,1.0035,0.8831,0.80176,0.85346,0.62603,0.84888,0.5787,0.96131,0.00069681,0.00069681,0.00069681
247,0.98077,0.74757,1.0026,0.92418,0.7702,0.8657,0.63252,0.85013,0.57534,0.96102,0.00069558,0.00069558,0.00069558
248,1.0094,0.7801,0.98713,0.90347,0.80082,0.86673,0.63551,0.84595,0.58769,0.95843,0.00069434,0.00069434,0.00069434
249,0.99625,0.76237,0.99699,0.90085,0.78826,0.84594,0.62454,0.86466,0.60282,0.96447,0.0006931,0.0006931,0.0006931
250,0.97912,0.75076,0.9873,0.92513,0.80544,0.86189,0.63122,0.84795,0.57565,0.96019,0.00069186,0.00069186,0.00069186
251,0.98934,0.76165,0.99436,0.93792,0.78948,0.87339,0.63806,0.84702,0.56295,0.95867,0.00069063,0.00069063,0.00069063
252,0.99808,0.77849,0.99706,0.87345,0.82917,0.87233,0.6343,0.8564,0.56235,0.95936,0.00068939,0.00068939,0.00068939
253,1.0053,0.76362,1.0067,0.92321,0.79802,0.86529,0.64394,0.82568,0.55554,0.95023,0.00068815,0.00068815,0.00068815
254,0.98073,0.74435,0.98478,0.88325,0.81611,0.86476,0.63895,0.84671,0.56149,0.96048,0.00068691,0.00068691,0.00068691
255,0.97928,0.74272,0.99717,0.92088,0.79884,0.86992,0.64545,0.82107,0.56364,0.94999,0.00068568,0.00068568,0.00068568
256,0.98762,0.76902,1.0061,0.87491,0.82292,0.86582,0.63469,0.8505,0.55999,0.95745,0.00068444,0.00068444,0.00068444
257,0.96452,0.74759,0.98296,0.93113,0.79996,0.87423,0.64407,0.82472,0.54715,0.94972,0.0006832,0.0006832,0.0006832
258,0.96818,0.75074,0.98801,0.92352,0.81279,0.87112,0.64494,0.82358,0.53922,0.94877,0.00068196,0.00068196,0.00068196
259,0.97258,0.74511,0.98502,0.9063,0.81057,0.86648,0.64644,0.81798,0.56805,0.94707,0.00068073,0.00068073,0.00068073
260,0.97103,0.75341,0.98552,0.94418,0.78581,0.86893,0.64375,0.82293,0.54692,0.94895,0.00067949,0.00067949,0.00067949
261,0.98569,0.75597,0.99094,0.90694,0.83898,0.87131,0.63518,0.84394,0.55123,0.95535,0.00067825,0.00067825,0.00067825
262,0.99207,0.77062,0.99059,0.88369,0.82597,0.87384,0.64485,0.8193,0.55395,0.94775,0.00067701,0.00067701,0.00067701
263,0.98368,0.76001,0.99836,0.91088,0.81858,0.87431,0.63973,0.83885,0.56755,0.95368,0.00067577,0.00067577,0.00067577
264,0.99442,0.76935,0.99735,0.89891,0.82967,0.88497,0.64852,0.82154,0.5603,0.94762,0.00067454,0.00067454,0.00067454
265,0.97531,0.74706,0.98227,0.88857,0.8327,0.87701,0.64468,0.81892,0.53348,0.94656,0.0006733,0.0006733,0.0006733
266,0.97527,0.74221,0.97205,0.92377,0.82998,0.87823,0.65011,0.80906,0.53438,0.94151,0.00067206,0.00067206,0.00067206
267,0.97583,0.73043,0.98425,0.93213,0.81589,0.87084,0.64546,0.8275,0.5361,0.94681,0.00067083,0.00067083,0.00067083
268,0.95577,0.72773,0.98387,0.87487,0.85707,0.8837,0.65302,0.82509,0.53784,0.94819,0.00066959,0.00066959,0.00066959
269,0.98287,0.73466,0.99058,0.92425,0.82423,0.87792,0.6442,0.84725,0.55345,0.95628,0.00066835,0.00066835,0.00066835
270,0.98405,0.74657,0.98338,0.89571,0.84331,0.87018,0.64565,0.8098,0.52698,0.94183,0.00066711,0.00066711,0.00066711
271,0.95892,0.72652,0.97998,0.90243,0.83484,0.88097,0.64679,0.82736,0.53946,0.94941,0.00066588,0.00066588,0.00066588
272,0.97642,0.73322,0.98994,0.92379,0.83646,0.88412,0.66097,0.79557,0.52046,0.93647,0.00066464,0.00066464,0.00066464
273,0.96032,0.70014,0.98283,0.86287,0.84569,0.88697,0.6587,0.81046,0.52008,0.94158,0.0006634,0.0006634,0.0006634
274,0.96028,0.73492,0.98866,0.87411,0.87922,0.89079,0.66556,0.79865,0.52382,0.93799,0.00066216,0.00066216,0.00066216
275,0.94787,0.72543,0.96538,0.85173,0.87408,0.88965,0.66124,0.8102,0.53105,0.94298,0.00066093,0.00066093,0.00066093
276,0.95102,0.69979,0.98107,0.91023,0.84922,0.89003,0.66287,0.79012,0.52606,0.93518,0.00065969,0.00065969,0.00065969
277,0.9533,0.70587,0.98797,0.90547,0.84218,0.88423,0.66549,0.77966,0.51139,0.93071,0.00065845,0.00065845,0.00065845
278,0.94227,0.68819,0.96853,0.9114,0.84055,0.88179,0.66132,0.80453,0.52508,0.93964,0.00065721,0.00065721,0.00065721
279,0.96541,0.70197,0.99047,0.85868,0.84931,0.88569,0.66093,0.80105,0.5242,0.93672,0.00065598,0.00065598,0.00065598
280,0.95125,0.71699,0.97866,0.85618,0.86231,0.87725,0.65935,0.80531,0.5191,0.94104,0.00065474,0.00065474,0.00065474
281,0.93988,0.70976,0.97689,0.89216,0.84988,0.89008,0.66499,0.79782,0.51247,0.93546,0.0006535,0.0006535,0.0006535
282,0.93762,0.68603,0.96965,0.91991,0.83236,0.8881,0.66414,0.7981,0.51957,0.93717,0.00065226,0.00065226,0.00065226
283,0.93401,0.69839,0.982,0.88854,0.85465,0.89306,0.66408,0.80716,0.51937,0.94077,0.00065102,0.00065102,0.00065102
284,0.94981,0.71618,0.9754,0.92908,0.82321,0.8837,0.66424,0.7984,0.51593,0.93708,0.00064979,0.00064979,0.00064979
285,0.94913,0.71317,0.97512,0.9277,0.83173,0.88825,0.66416,0.78498,0.51397,0.9318,0.00064855,0.00064855,0.00064855
286,0.93879,0.70764,0.98776,0.92118,0.83908,0.89389,0.67772,0.77983,0.49871,0.92909,0.00064731,0.00064731,0.00064731
287,0.93255,0.68505,0.96779,0.82025,0.87466,0.88451,0.66457,0.80154,0.51217,0.93899,0.00064608,0.00064608,0.00064608
288,0.92196,0.68273,0.96131,0.9234,0.84848,0.88952,0.66563,0.7809,0.50523,0.93207,0.00064484,0.00064484,0.00064484
289,0.93853,0.68427,0.97927,0.91256,0.84695,0.88759,0.66489,0.79372,0.5026,0.93525,0.0006436,0.0006436,0.0006436
290,0.94308,0.71204,0.97044,0.93777,0.83282,0.88724,0.66234,0.80804,0.52321,0.93753,0.00064236,0.00064236,0.00064236
291,0.93287,0.70511,0.97346,0.88436,0.85987,0.89222,0.67123,0.7746,0.50665,0.92699,0.00064112,0.00064112,0.00064112
292,0.92892,0.68323,0.97298,0.89453,0.85786,0.89125,0.67079,0.79334,0.50312,0.93334,0.00063989,0.00063989,0.00063989
293,0.93878,0.68997,0.97331,0.94127,0.85265,0.89596,0.67516,0.77174,0.49712,0.92543,0.00063865,0.00063865,0.00063865
294,0.94027,0.70226,0.97135,0.89929,0.86236,0.89848,0.67745,0.78126,0.49878,0.93131,0.00063741,0.00063741,0.00063741
295,0.93863,0.68537,0.96885,0.95155,0.84532,0.89746,0.67379,0.77633,0.50088,0.92855,0.00063618,0.00063618,0.00063618
296,0.93634,0.69866,0.97726,0.93,0.83322,0.89852,0.67984,0.77936,0.50436,0.92891,0.00063494,0.00063494,0.00063494
297,0.92231,0.67448,0.96766,0.93278,0.85312,0.8963,0.66883,0.7919,0.51179,0.93297,0.0006337,0.0006337,0.0006337
298,0.93462,0.69113,0.97329,0.94933,0.84742,0.90969,0.67468,0.78194,0.49754,0.92988,0.00063246,0.00063246,0.00063246
299,0.91835,0.67531,0.96956,0.93899,0.86536,0.89888,0.67718,0.7698,0.49535,0.92476,0.00063122,0.00063122,0.00063122
300,0.91223,0.66619,0.96295,0.89599,0.86723,0.90232,0.67295,0.78826,0.50397,0.93195,0.00062999,0.00062999,0.00062999
301,0.92965,0.68568,0.96646,0.8991,0.86099,0.89673,0.67884,0.76336,0.49758,0.92213,0.00062875,0.00062875,0.00062875
302,0.91248,0.68461,0.95934,0.9506,0.84375,0.90422,0.68263,0.75715,0.48418,0.91912,0.00062751,0.00062751,0.00062751
303,0.91891,0.68313,0.97606,0.93994,0.85202,0.90095,0.68092,0.76686,0.48822,0.92239,0.00062628,0.00062628,0.00062628
304,0.91819,0.66436,0.96614,0.94041,0.85175,0.90472,0.68533,0.77137,0.48481,0.92575,0.00062504,0.00062504,0.00062504
305,0.91716,0.67955,0.9711,0.87506,0.85493,0.88553,0.66972,0.78641,0.49927,0.93157,0.0006238,0.0006238,0.0006238
306,0.92086,0.67465,0.9717,0.90965,0.86004,0.89579,0.68312,0.76307,0.48399,0.92173,0.00062256,0.00062256,0.00062256
307,0.90752,0.65427,0.95916,0.87756,0.86876,0.89406,0.68113,0.76862,0.48659,0.92509,0.00062132,0.00062132,0.00062132
308,0.92901,0.67274,0.96832,0.92361,0.86499,0.90612,0.67743,0.7853,0.499,0.92842,0.00062009,0.00062009,0.00062009
309,0.92758,0.66757,0.97165,0.91708,0.88429,0.91439,0.68721,0.75611,0.48202,0.91924,0.00061885,0.00061885,0.00061885
310,0.91145,0.66257,0.97727,0.92805,0.89497,0.91412,0.69024,0.74601,0.47329,0.91673,0.00061761,0.00061761,0.00061761
311,0.92026,0.67226,0.97167,0.91321,0.87385,0.90814,0.68465,0.76965,0.48126,0.92364,0.00061638,0.00061638,0.00061638
312,0.90933,0.67121,0.96948,0.9271,0.86494,0.9162,0.68742,0.75297,0.47041,0.91835,0.00061514,0.00061514,0.00061514
313,0.90367,0.6542,0.96738,0.93561,0.85272,0.90411,0.67823,0.77657,0.48951,0.92706,0.0006139,0.0006139,0.0006139
314,0.89768,0.64524,0.96242,0.92714,0.86144,0.90816,0.68815,0.74762,0.47971,0.91718,0.00061266,0.00061266,0.00061266
315,0.91949,0.67003,0.96056,0.88232,0.88589,0.90471,0.68303,0.7551,0.47395,0.92151,0.00061142,0.00061142,0.00061142
316,0.91228,0.67261,0.96677,0.92408,0.87413,0.91106,0.69743,0.7426,0.46492,0.91455,0.00061019,0.00061019,0.00061019
317,0.91751,0.66959,0.96335,0.89102,0.88363,0.9114,0.68989,0.75835,0.47182,0.92086,0.00060895,0.00060895,0.00060895
318,0.90479,0.65432,0.96081,0.92244,0.86614,0.91242,0.69165,0.74765,0.48021,0.91649,0.00060771,0.00060771,0.00060771
319,0.91868,0.6674,0.9638,0.88483,0.90366,0.9147,0.68917,0.7709,0.48662,0.92394,0.00060647,0.00060647,0.00060647
320,0.91928,0.65246,0.96273,0.94367,0.86269,0.91158,0.69857,0.74736,0.47319,0.91666,0.00060524,0.00060524,0.00060524
321,0.91285,0.66702,0.96179,0.94586,0.86829,0.91128,0.69596,0.73923,0.47286,0.91522,0.000604,0.000604,0.000604
322,0.90064,0.6526,0.9487,0.89679,0.87925,0.90461,0.6875,0.75868,0.47636,0.9205,0.00060276,0.00060276,0.00060276
323,0.88766,0.64122,0.95318,0.91297,0.88917,0.90646,0.69238,0.74752,0.47068,0.91612,0.00060152,0.00060152,0.00060152
324,0.89349,0.6499,0.9545,0.91228,0.87687,0.91083,0.69051,0.74927,0.4683,0.91622,0.00060029,0.00060029,0.00060029
325,0.90462,0.65328,0.95669,0.90457,0.8992,0.9123,0.69431,0.75085,0.46252,0.92008,0.00059905,0.00059905,0.00059905
326,0.90244,0.64534,0.96454,0.95191,0.85084,0.90253,0.68144,0.76106,0.47919,0.91924,0.00059781,0.00059781,0.00059781
327,0.88719,0.62953,0.95972,0.89127,0.89825,0.91753,0.69646,0.7485,0.46919,0.91635,0.00059658,0.00059658,0.00059658
328,0.90108,0.65211,0.95729,0.87701,0.88508,0.91078,0.69398,0.73339,0.46756,0.90981,0.00059534,0.00059534,0.00059534
329,0.88933,0.63301,0.95856,0.91747,0.87296,0.9089,0.69539,0.72856,0.46208,0.90921,0.0005941,0.0005941,0.0005941
330,0.90674,0.66361,0.956,0.94335,0.85071,0.91551,0.69876,0.73973,0.47055,0.91488,0.00059286,0.00059286,0.00059286
331,0.8886,0.6443,0.96168,0.92973,0.88137,0.92861,0.70558,0.74399,0.46485,0.91511,0.00059163,0.00059163,0.00059163
332,0.90093,0.65284,0.96818,0.89913,0.88118,0.91575,0.70419,0.73523,0.46931,0.90982,0.00059039,0.00059039,0.00059039
333,0.89554,0.64815,0.95794,0.91264,0.89137,0.91496,0.70355,0.72838,0.46766,0.90931,0.00058915,0.00058915,0.00058915
334,0.90583,0.64635,0.96388,0.91428,0.8963,0.91807,0.69876,0.73228,0.46143,0.91024,0.00058791,0.00058791,0.00058791
335,0.89198,0.63915,0.95215,0.94291,0.88092,0.92264,0.70283,0.73528,0.45294,0.9124,0.00058668,0.00058668,0.00058668
336,0.88215,0.63507,0.94637,0.93123,0.87268,0.91257,0.69617,0.73361,0.46306,0.90995,0.00058544,0.00058544,0.00058544
337,0.88377,0.63427,0.94901,0.95184,0.87371,0.91963,0.69545,0.74883,0.46741,0.91485,0.0005842,0.0005842,0.0005842
338,0.87437,0.62967,0.95122,0.9147,0.88241,0.9169,0.70204,0.72757,0.46579,0.90838,0.00058296,0.00058296,0.00058296
339,0.88631,0.64744,0.9521,0.93106,0.88982,0.92088,0.70643,0.72696,0.45299,0.91029,0.00058173,0.00058173,0.00058173
340,0.89531,0.64983,0.95775,0.94059,0.88179,0.91848,0.70783,0.71922,0.45873,0.90588,0.00058049,0.00058049,0.00058049
341,0.88471,0.63665,0.95307,0.94888,0.87307,0.92467,0.70293,0.74506,0.46327,0.915,0.00057925,0.00057925,0.00057925
342,0.90051,0.64165,0.95109,0.93826,0.88176,0.92026,0.70569,0.72168,0.45355,0.90626,0.00057801,0.00057801,0.00057801
343,0.88522,0.6298,0.94727,0.90875,0.8914,0.91648,0.69741,0.73377,0.46875,0.90907,0.00057678,0.00057678,0.00057678
344,0.88381,0.63945,0.94854,0.94804,0.88655,0.92237,0.71071,0.71794,0.45254,0.90541,0.00057554,0.00057554,0.00057554
345,0.89307,0.64481,0.95491,0.92846,0.90306,0.92722,0.71089,0.72082,0.45001,0.90454,0.0005743,0.0005743,0.0005743
346,0.87981,0.6166,0.94718,0.96261,0.86539,0.9238,0.70735,0.72585,0.45129,0.90442,0.00057306,0.00057306,0.00057306
347,0.89154,0.64761,0.96453,0.9109,0.8863,0.92633,0.70323,0.7304,0.4557,0.90902,0.00057183,0.00057183,0.00057183
348,0.87441,0.62477,0.9498,0.89825,0.89572,0.92635,0.71369,0.72363,0.45372,0.90595,0.00057059,0.00057059,0.00057059
349,0.87586,0.62358,0.95079,0.94684,0.88731,0.91677,0.70434,0.73021,0.45441,0.90788,0.00056935,0.00056935,0.00056935
350,0.86686,0.60342,0.9387,0.92282,0.90116,0.923,0.70877,0.72584,0.44357,0.90688,0.00056811,0.00056811,0.00056811
351,0.89009,0.62401,0.9573,0.9319,0.88624,0.92675,0.71668,0.71607,0.44813,0.90231,0.00056687,0.00056687,0.00056687
352,0.87963,0.63063,0.94618,0.94873,0.88588,0.92245,0.71415,0.72303,0.44518,0.90509,0.00056564,0.00056564,0.00056564
353,0.87181,0.61798,0.94422,0.93099,0.90033,0.92563,0.71766,0.71898,0.44235,0.90553,0.0005644,0.0005644,0.0005644
354,0.88022,0.61548,0.95173,0.9466,0.90548,0.93411,0.72415,0.7078,0.44024,0.90286,0.00056316,0.00056316,0.00056316
355,0.86692,0.61029,0.94577,0.92644,0.88869,0.92437,0.71733,0.71003,0.44222,0.90114,0.00056193,0.00056193,0.00056193
356,0.86569,0.606,0.94246,0.9263,0.89749,0.92401,0.71745,0.70684,0.43984,0.8994,0.00056069,0.00056069,0.00056069
357,0.87783,0.61361,0.9385,0.93984,0.89892,0.92829,0.71483,0.71244,0.43989,0.90056,0.00055945,0.00055945,0.00055945
358,0.87073,0.62525,0.94689,0.90238,0.90396,0.92252,0.71502,0.72272,0.44193,0.90502,0.00055821,0.00055821,0.00055821
359,0.86213,0.61534,0.94287,0.91364,0.8881,0.92267,0.72235,0.70239,0.444,0.89793,0.00055698,0.00055698,0.00055698
360,0.84814,0.59703,0.94196,0.92952,0.90993,0.92953,0.71677,0.71098,0.43915,0.90049,0.00055574,0.00055574,0.00055574
361,0.88867,0.63827,0.95142,0.92504,0.87893,0.92432,0.71858,0.71048,0.44638,0.90252,0.0005545,0.0005545,0.0005545
362,0.87244,0.6142,0.94827,0.95839,0.88285,0.92999,0.72012,0.71214,0.43938,0.90272,0.00055326,0.00055326,0.00055326
363,0.85894,0.61041,0.93558,0.94571,0.88836,0.92801,0.72288,0.70018,0.43647,0.89786,0.00055203,0.00055203,0.00055203
364,0.86553,0.61028,0.94669,0.92806,0.89826,0.92694,0.71843,0.70652,0.43569,0.90047,0.00055079,0.00055079,0.00055079
365,0.86555,0.61184,0.93869,0.92257,0.89735,0.93096,0.72128,0.69981,0.43194,0.8969,0.00054955,0.00054955,0.00054955
366,0.85953,0.60423,0.94216,0.93571,0.91104,0.93298,0.72663,0.70331,0.42879,0.89977,0.00054831,0.00054831,0.00054831
367,0.86419,0.60666,0.9441,0.9602,0.89555,0.92904,0.72423,0.69491,0.43077,0.89584,0.00054707,0.00054707,0.00054707
368,0.87153,0.6136,0.95676,0.95641,0.88954,0.93044,0.72319,0.69335,0.42829,0.89551,0.00054584,0.00054584,0.00054584
369,0.85907,0.60137,0.94494,0.94074,0.90455,0.92339,0.72047,0.69098,0.43026,0.89639,0.0005446,0.0005446,0.0005446
370,0.8737,0.60806,0.94961,0.94635,0.90051,0.92363,0.71671,0.70273,0.43537,0.89811,0.00054336,0.00054336,0.00054336
371,0.84822,0.61004,0.93958,0.95692,0.87942,0.9218,0.71677,0.69732,0.44161,0.8958,0.00054212,0.00054212,0.00054212
372,0.85523,0.59473,0.94261,0.93941,0.90907,0.93126,0.71789,0.69758,0.43579,0.89517,0.00054089,0.00054089,0.00054089
373,0.86438,0.60423,0.93669,0.93659,0.90977,0.92883,0.72095,0.70027,0.43498,0.89634,0.00053965,0.00053965,0.00053965
374,0.86756,0.61836,0.94806,0.93645,0.88966,0.92432,0.71976,0.71153,0.4427,0.9,0.00053841,0.00053841,0.00053841
375,0.84319,0.60268,0.93272,0.92805,0.90541,0.92428,0.72497,0.69025,0.43234,0.89348,0.00053717,0.00053717,0.00053717
376,0.8408,0.59786,0.94041,0.93899,0.9034,0.92283,0.72347,0.69719,0.42784,0.89727,0.00053594,0.00053594,0.00053594
377,0.87494,0.62385,0.94762,0.93839,0.90054,0.92479,0.72104,0.70687,0.43195,0.89904,0.0005347,0.0005347,0.0005347
378,0.83215,0.59316,0.93926,0.93718,0.90669,0.92944,0.71896,0.70608,0.4372,0.89846,0.00053346,0.00053346,0.00053346
379,0.84859,0.59078,0.93995,0.97327,0.87567,0.93155,0.71916,0.70748,0.43359,0.90025,0.00053223,0.00053223,0.00053223
380,0.82943,0.58634,0.92701,0.93298,0.90513,0.92933,0.72666,0.67803,0.42079,0.89003,0.00053099,0.00053099,0.00053099
381,0.84177,0.61563,0.94459,0.92598,0.91469,0.93062,0.72393,0.69301,0.43228,0.89384,0.00052975,0.00052975,0.00052975
382,0.84006,0.60124,0.93675,0.91607,0.91639,0.92935,0.72389,0.70028,0.42825,0.89504,0.00052851,0.00052851,0.00052851
383,0.85878,0.60287,0.93537,0.90962,0.91092,0.92143,0.71974,0.70304,0.42941,0.89625,0.00052727,0.00052727,0.00052727
384,0.83879,0.58371,0.9354,0.92417,0.91071,0.92154,0.72206,0.68642,0.42408,0.8924,0.00052604,0.00052604,0.00052604
385,0.83862,0.57793,0.93242,0.92588,0.91698,0.93183,0.72877,0.67837,0.423,0.88991,0.0005248,0.0005248,0.0005248
386,0.84772,0.60374,0.94936,0.93808,0.90086,0.92881,0.72872,0.68975,0.42435,0.89402,0.00052356,0.00052356,0.00052356
387,0.85266,0.60867,0.94708,0.94518,0.90134,0.92838,0.71948,0.70809,0.43307,0.90104,0.00052233,0.00052233,0.00052233
388,0.84808,0.59664,0.94085,0.94119,0.90189,0.92999,0.73103,0.69043,0.42552,0.89492,0.00052109,0.00052109,0.00052109
